red, green, blue, target
226.24744897959184,202.7944606413994,181.40962099125363,white
160.03279883381924,9.325801749271136,12.466107871720116,red
220.64395043731778,199.8338192419825,176.76384839650146,white
241.21137026239066,103.66180758017492,29.419460641399418,orange
71.08491253644314,151.94460641399417,60.61807580174927,green
196.34365889212827,179.62208454810497,162.02004373177843,white
195.65524781341108,181.6865889212828,166.10204081632654,white
197.48943148688048,70.49781341107871,6.662900874635568,orange
208.20845481049562,91.54227405247813,18.651967930029155,orange
160.70845481049562,22.25546647230321,20.51639941690962,red
211.57179300291546,201.94314868804665,55.83090379008746,yellow
214.29154518950438,208.14613702623907,63.40196793002915,yellow
216.5932944606414,202.0386297376093,185.80685131195335,white
95.65196793002916,161.6898688046647,76.44788629737609,green
191.6793002915452,184.2069970845481,53.670918367346935,yellow
19.97740524781341,82.55502915451895,121.08454810495627,blue
60.6698250728863,124.009110787172,156.908527696793,blue
115.54518950437317,189.88301749271136,105.38921282798833,green
178.74963556851313,38.12172011661808,38.6567055393586,red
77.77660349854227,143.47266763848395,179.5127551020408,blue
110.84220116618076,195.69241982507288,94.80685131195335,green
217.07179300291546,105.89650145772595,38.60167638483965,orange
44.12244897959184,104.7817055393586,139.29737609329445,blue
221.09985422740525,202.94533527696794,185.6716472303207,white
223.33272594752185,96.57507288629738,16.71064139941691,orange
213.91144314868805,92.08928571428571,23.35860058309038,orange
238.7405247813411,121.46027696793003,46.96610787172012,orange
217.74344023323616,198.4774052478134,180.4646501457726,white
72.92383381924198,144.24307580174926,63.44278425655977,green
122.53425655976676,13.549562682215743,13.988702623906706,red
154.65561224489795,19.465014577259474,13.967930029154518,red
230.9008746355685,211.06268221574345,188.07106413994168,white
29.850583090379008,97.16362973760933,129.94096209912536,blue
226.5615889212828,221.44169096209913,48.42128279883382,yellow
84.25838192419825,169.74672011661806,70.82470845481049,green
214.4945335276968,204.02551020408163,30.228498542274053,yellow
220.18877551020407,88.67966472303206,10.393586005830903,orange
183.31596209912536,176.9591836734694,23.783892128279884,yellow
169.00437317784255,34.91253644314869,37.207725947521865,red
29.89868804664723,116.63265306122449,158.08855685131195,blue
97.67602040816327,174.2634839650146,84.9777696793003,green
177.4701166180758,40.93330903790088,34.03862973760933,red
235.6749271137026,228.89139941690962,53.78206997084548,yellow
97.86516034985422,179.5386297376093,85.76967930029154,green
21.669460641399418,101.29118075801749,142.56377551020407,blue
9.966836734693878,84.76056851311954,124.71209912536443,blue
226.99708454810497,206.9088921282799,185.76749271137027,white
